-1206.2	258.3	36.454	580.7	25.636	285.64	336.07	146.26	153.84	276.35	116.35	410.86	308.09	483.84	645.34	186.75	451.55	192.95	332.88	244.86	268.82	430.07	268.18	225.07	464.79	268.56	152.34	225.83	197.82	359.73	300.16	144.96	336.64	99.713	197.69	228.46	201.99	352.22	292.07	294.32	284.34	332.14	118.19	264.16	392	329.21	366.82	408.17	175.14	354.23
-765.07	200.17	57.878	547.93	38.315	219.71	350.65	201.59	188.12	375.95	163.65	377.87	313.37	453.06	665.07	159.97	435.99	173.55	353.24	267.03	248.27	380.27	216.68	262.77	435.16	289.29	155.73	181.85	166.67	366.88	372.39	150.74	306.11	105.9	193.46	227.33	156.58	282.85	260.31	254.62	295.48	308.78	156.46	309.62	358.28	399.71	375.58	384.79	144.34	377.48
-538.5	191.83	61.999	502.7	65.927	192.23	382.26	259.71	215.28	413.73	194.75	324.78	324.24	433.65	664.8	201.39	434.35	161.57	356.4	323.64	233.35	333.36	178.37	310.98	429.25	272.7	210.06	161.79	240.32	400.53	388.37	178.45	324.89	169.75	293.06	190.36	157.18	289.73	298.7	237.41	321.7	281.76	174.78	403.91	372.6	439.1	284.9	355.93	198.72	385.57
-506.28	221.55	57.793	458.28	96.515	196.1	432.27	290.31	236.58	432.77	226.67	269.29	345.44	410.12	675.5	294.83	429.79	145.7	367.23	343.15	234.35	315.01	164.12	321.54	448	239.91	300.97	171.74	284.42	477.8	367.01	266.39	339.17	202.21	363.27	127.43	158.57	373.39	315.75	259.14	307.62	206.57	171.38	466.55	430.25	425.5	273.23	314.7	254.22	368.87
-616.63	289.06	53.297	409.06	157.55	207.12	485.93	308.33	261.16	442.77	244.48	221.39	369.88	381.36	655.93	406.09	416.46	109.56	347.23	322.16	247.04	319.59	164.16	298.81	516.31	252.48	324.65	211.37	305.76	540.31	342.2	348.4	343.53	263.43	398.8	117.04	171.7	417.36	246.43	328.15	216.47	204.14	202.49	421.5	444.87	418.24	317.06	271.09	228.79	327.33
-966.64	357.58	50.791	370.43	203.89	236.42	503.75	293.29	286.41	415.72	245.5	224.57	360.75	379.76	611.57	486.84	416.5	79.739	306.57	297.48	255.7	344.88	171.12	265.8	576.21	290.38	308.5	241.17	308.22	542.06	311.16	375.12	352.54	318.8	410.38	163.93	223.08	430.86	186.87	328.5	164.56	282.98	234.25	391.83	419.86	422.19	379.7	248.41	186.52	270.82
-1445.1	408.38	50.068	341.66	210.85	271.27	485.47	266	293.48	373.85	218.54	252.55	307.29	384.85	564.11	511.9	428.22	77.589	277.14	293.8	256.86	396.47	154.33	241.23	577.1	322.91	301.39	256.61	318	532.1	318.67	336.4	347.49	344.42	400.42	243.89	248.94	444.12	219.51	316.87	178.46	348.14	223.26	396.99	413.14	379.91	407.37	256.6	220.22	248.87
-1762	426.95	51.024	295.99	188.54	300.27	444.98	246.31	297.22	343.7	181.42	281.72	262.56	389.5	522.49	485.2	435.05	81.826	316.2	296.91	261.59	451.93	133.41	232.48	582.74	346.36	303.9	260.23	347.94	518.39	359	274.39	366.63	322.96	389.42	322.22	246.16	425.2	242.34	329.42	240.15	392	176.72	383.28	423.05	326.99	391.98	283.84	265.03	266.19
-1960.2	422.36	56.907	220.7	144.56	325.27	425.6	256.13	307.62	339.98	158.07	314.18	248.7	362.59	479.71	404.39	437.32	72.465	405.12	290.54	266.55	478.17	137.7	224.53	595.62	359.24	294.74	249.64	389.94	514.53	383.26	207.76	421.73	293.08	358.7	387.18	238.55	356.91	248.67	390.76	292.7	381.26	127.49	302.47	419.44	262.28	404.81	291.87	260.89	319.18
-2266.7	411.98	71.235	141.55	104.97	359.8	445.65	284.89	335.62	349.58	151.9	357.05	235.27	295.57	425.51	323.32	452.26	71.223	491.63	266.48	267.47	464.8	172.55	224.9	560.9	357.63	279.55	246.24	441.51	466.46	375.69	147.81	446.13	273.74	346.05	418.12	229.84	340.2	251.48	497.19	310.84	304.57	102.08	204.4	397.25	217.33	468.9	272.9	230.6	351.71
-2772	400.67	98.787	83.176	83.69	405.53	489.63	304.3	370.42	357.14	144.92	415.97	217.59	205.92	376.73	291.63	491.61	98.532	566.31	247.41	267.9	400.68	227.49	247.97	441.56	320.03	256.57	260.08	482.46	320.08	353.01	93.286	396.09	233.02	405.43	394.73	228.02	434.33	232.11	577.8	342.2	256.98	103.07	164.06	354.63	263.37	573.33	264.62	220.25	357.72
-3607.9	382.21	121.36	85.495	89.697	430.54	490.64	281.36	413.53	375.26	192.96	444.19	205.11	166.74	406.18	304.82	473.02	135.01	589.67	260.79	245.23	281.82	282.7	298.18	321.04	257.74	205.38	273.6	441.04	182.06	262.45	41.229	300.38	159.5	432.97	288.44	245.48	618.41	167.32	502.84	372.31	318.54	147.34	201.08	370.42	301.35	557	284.9	269.14	388.89
-1304.9	85.117	70.612	405.38	350.02	351.28	239.36	48.663	238.34	328.5	295.33	196.33	573.25	391.77	440.07	113.56	593.83	292.56	462.88	245.29	361.04	534.09	308.47	300.78	364.76	371.38	326.13	292.98	228.08	441.04	265.54	225.5	253.37	391.75	531.79	256.44	210.13	322.91	375.75	414.83	287.82	359.35	200.35	380.58	425.7	301.85	391.46	308.41	53.726	182.14
-850.48	76.368	60.614	417.2	324.44	396.17	283.12	112.54	193.2	480.99	424	184.96	372.7	458.13	391.46	144.44	583.01	191.93	379.97	175.59	411.98	270.46	313.68	212.42	297.32	246.83	283.15	254.51	288.98	342.02	304.61	358.72	423.86	358.74	80.658	291.82	163.29	399.44	331.67	540.67	504.85	298.81	203.18	444.31	279.61	264.88	394.31	334.72	223.96	87.864
-2120.8	204.41	33.765	470.16	286.78	469.33	383.22	248.23	115.71	612.78	356.5	269.41	251.07	465.4	503.91	365.72	563.45	164.29	333	243.83	97.339	365.65	427.42	246.3	267.88	46.233	279.93	214.25	448.22	402.21	299.34	269.13	496.97	482.43	41.212	274.1	170.26	155.17	301.3	368.61	348.22	443.2	51.22	336.26	453.21	474.88	564.43	227.45	295.75	370.13
-2722.7	316.73	35.988	525.86	267.96	456.36	389.98	296.1	117.6	518.58	265.38	410.95	432.03	381.78	519.31	568.52	571.25	227.83	344.96	497.44	117.14	513.9	443.19	41.877	436.47	126.06	233.78	225.29	370.66	500.26	291.46	363.16	377.1	371.84	513.67	218.17	33.277	484.25	154.69	391.45	282.36	275.3	149.2	102.48	523.69	545.58	263.58	422.58	183.88	388.81
-2586.3	374.02	41.148	559.19	293.55	417.39	411.06	283.03	167.61	409.18	252.28	436.79	412.5	396.21	572.85	526.98	498.71	165.54	346.4	536.86	376.45	250.83	390.77	43.265	441.43	108.83	126.68	250.51	277.88	380.91	305.08	497.09	346.2	330.54	465.87	199.04	133.86	474.41	79.258	216.27	216.26	248.9	280.3	176.57	415.18	206.19	351.2	247.85	253.95	281.42
-2907.3	451.74	20.312	615.39	259.58	418.03	421.24	216.38	172.46	263.27	146.5	425.77	307.83	468.75	597.73	428.67	464.33	139.58	361.66	382.46	346.71	264.11	334.92	183.56	439.17	35.807	162.37	321.6	397.51	414.48	310.58	373.54	316.49	436.94	571.15	184.14	288.42	287	255.56	76.4	277.21	318.16	237.44	384.73	315.75	165.09	388.52	293.49	193.27	301.46
-2207.8	434.38	22.168	647.66	137.82	371.47	357.55	129.8	143.16	154.41	72.496	432.09	286.57	498.39	491.89	309.16	444.43	180.1	345.51	217.86	266.65	421.34	328.61	191.79	474.32	173.4	251.19	316.2	335.74	430.64	245.13	318.32	355.93	290.2	435.51	178.9	276.33	429.59	339.64	241.63	361.42	314.88	125.64	348.93	381.37	246.44	263.81	353.5	257.98	335.86
-1384	333.46	50.797	637.06	74.93	279.05	304.97	136.15	152.17	228.08	74.444	455.13	299.52	482.75	540.72	231.26	432.09	188.57	329.75	177.05	235.41	423.56	315.85	190.89	427.01	271.17	261.18	264.26	214.1	413.33	245.33	290.27	325.13	214.5	194.21	217.06	243.59	460.4	229.18	292.86	294.54	345.76	100.92	245.92	420.38	278.67	367.52	373.49	206	384.74
-835.67	228.07	80.888	593.87	65.948	191.09	305.95	191.85	189.51	341.48	123.6	434.07	298.12	462.54	617.96	152.28	428.44	180.25	352.75	219.86	219.49	372.94	261.04	241.26	400.6	289.16	218.87	203.72	130.32	415.24	328.75	243.76	276.11	206	156.48	233.7	163.69	361.02	162.05	249.16	290.15	326.26	137.58	247.53	370.54	332.35	406.25	353.27	150.27	356.73
-515.35	197.68	92.775	541.84	97.463	135.28	364.25	260.16	233.48	414.23	179.25	373.56	290.68	432.18	628.89	148.94	411.96	186.73	364.17	306.43	211.79	321.38	230.4	292.44	371.56	264.73	235.1	163.58	184.01	405.26	381.25	161.49	274.21	251.26	266.25	229.16	138.77	335.17	245.41	186.52	312.58	268.93	166.13	341.04	389.99	377.41	318.56	318.44	213.3	354.43
-308.6	243.3	88.502	510.22	143.74	108.63	435.63	295.76	264.19	456.37	213.57	301.2	310.77	412.06	634.02	241.06	392.39	197.73	371.77	340.85	211.09	291.36	237.03	310.97	371.73	219.2	324.37	195.23	270.71	446.37	372.65	227.87	293.14	227.74	388.18	181.52	130.79	407.84	322.73	178.81	317.1	141.07	164.72	438.62	457.03	361.13	269.64	303.55	279.65	380.35
-299.57	318.4	75.525	472.11	238.37	107.61	492.44	300.05	284.1	470.41	238.1	246.9	365.18	388.43	616.1	373.69	391.46	148.59	357.56	319.5	218.1	285.76	252.85	296.71	433.62	217.6	336.99	251.73	283.7	513.86	314.49	347.04	277.02	231.53	422.49	139.78	135.87	462.49	259.67	279.51	231.33	114.1	199.92	384.89	456.31	340.53	315.29	269.96	212.37	355.39
-620.55	400.04	63.767	436.24	315.72	131.56	518.61	270.7	307.55	439.71	260.59	249.24	372.71	390.48	563.4	479.75	393.13	104.85	303.71	286.6	237.21	308.72	270.47	274.49	498.41	245.32	290.97	268.62	256.67	488.74	294.19	398.53	255.47	285.85	406.83	199.35	194.47	460.69	208.44	243.62	189.29	242.65	226.48	359.28	408.8	368.53	370.85	249.07	152.24	268.77
-1192.9	464.87	56.661	414.91	336.23	171.7	497.78	217.85	298.78	401.11	246.78	291.53	321.13	400.64	516.72	524.06	398.08	116.57	238.37	281.03	252.55	379.96	254.17	259.02	508.07	264.73	263.49	257.7	252.16	441.14	339.38	328.09	232.42	322.51	399.71	295.51	218.66	459.61	256.67	176.94	231.97	352.96	235.54	411.39	405.48	349.82	348.29	251.84	185.15	267.82
-1568.4	488.37	57.964	373.6	306.17	206.66	416.87	169.4	270.19	374.78	207.89	328.31	265.94	427.07	474.47	505.14	417.55	129.24	238.26	316.01	273.35	459.77	220.58	242.89	504.95	277.39	260.7	259.93	295.79	393.86	419.18	225.27	223.43	314.21	410.54	353.68	199.7	464.3	278.45	131.32	309.47	440.7	226.09	467.16	442.19	309.32	253.81	268.83	246.1	334.08
-1538	475.45	63.635	304.88	242.89	225.58	316.6	170.11	248.15	375.14	183.57	330.6	267.03	450.75	458.74	404.19	409.45	102.09	324.14	369.43	288.79	483.77	209.97	235.24	506.89	286.07	265.85	267.94	381.44	368.12	466.93	174.29	249.88	273.86	402.46	334.07	174.91	449.23	231.17	169.07	361.86	459.47	196.87	439.16	467.3	284.38	177.84	268.71	244.92	408.27
-1403	452.97	63.559	243.84	191.87	246.79	283.12	225.01	248.23	382.78	179.29	322.47	315.33	447.47	435.73	306.96	388.53	55.317	442.69	377.12	287.67	469.23	220.33	235.29	536.77	287.95	277.68	258.99	478.66	351.51	430.45	143.33	296.54	224.65	389.84	279.57	185.27	462.03	173.72	311.9	330.19	407.21	168.06	319.86	467.82	292.62	243.7	248.69	221.04	413.09
-1508.4	441.51	67.967	200.47	167.76	286	319.48	283.96	263.89	373.21	179.61	327.54	330.96	401.29	394.82	270.48	386.86	32.956	516.82	333.67	275.12	466.78	202.24	220.81	536.89	309.84	273.2	252.72	542.87	341.77	351.66	103.53	316.96	204.14	399.62	269.35	226.92	496.5	162.88	473.52	287.26	353.64	151.29	195.38	459.74	298.85	422.51	223.11	209	371.3
-2164	423.36	81.527	180.37	160.68	327.36	354.94	281.47	329.14	384.82	230.71	342.51	297.6	360.19	423.15	287.04	376.33	53.423	536.7	299.37	232.36	395.43	190.55	260.76	500.47	311.11	221.62	264.91	514.64	288.82	255.89	47.25	304.06	163.13	367.47	254.73	281.05	571.25	127.21	514.7	308.69	361.97	170.64	94.135	458.88	258.41	463.28	241.42	250.5	329.26
-933.42	44.131	85.49	404.27	391	303.89	204.46	57.185	239.63	324.66	244.43	303.85	552.48	389.38	447.96	185.05	530.4	276.83	457.17	266.76	383.75	516.16	322.01	259.32	364.5	291.92	439.55	284.43	142.49	494.81	292.67	127.26	248.34	349.97	544.17	247.95	291.13	271.31	398.25	415.2	248.48	342.03	225.39	268.92	478.16	339.45	372.87	269.71	144.45	196.19
-462.84	55.39	86.166	424.65	382.27	348.79	272.46	154.45	213.03	506.95	387.14	291.91	277.19	459.89	374.08	187.98	505.1	149.92	375.88	136.39	442.74	208.38	327.69	177.13	273.74	193.35	362.22	237.86	185.15	379.16	317.13	195.7	435.65	306.99	111.66	258.18	300.17	390.79	305.69	505.88	394.81	291.14	221.93	398.33	276.57	250.96	311.19	276.1	297.57	151.36
-2172.9	237.91	50.156	489.84	353.87	424.14	373.32	310.88	145.9	636.65	320.19	371.72	194.6	455.49	491.02	390.13	500.39	153.2	378.65	192.99	39.096	416.14	409.92	280.14	210.72	134.39	287.73	189.11	393.12	456.44	256.85	79.635	491.44	491.68	137.95	240.79	296.28	133.93	356.03	303.91	234.58	491.22	38.479	427.04	507.6	422.1	433.98	222.05	205.22	484.18
-2733.9	341.13	67.303	564.08	327.58	403.46	344.38	330.03	130.03	497.13	250.57	503.27	491.02	342.11	488.01	570.44	525.67	227.14	409.43	514.8	140.69	538.96	398.21	56.1	396.48	333.14	249.46	179.87	219.65	534.42	262.28	313.49	357.21	374.62	460.04	224.57	62.738	525.63	293.79	477.33	309.56	361.66	136.33	233.9	603.89	402.19	217.96	429.99	116.85	486.27
-2956.7	393.38	53.448	594.18	356.47	382.74	381.35	310.24	200.01	431.41	249.83	467.2	458.76	388.57	574.72	485.14	505.45	139.28	408.76	556.57	406.35	145.34	330.5	138.56	381.21	211.28	122.02	187.06	204.33	427.02	288.5	453.86	395.16	367.22	349.47	215.76	147.33	395.26	131.85	221.7	148.12	350.98	265.98	242.01	429.05	54.458	457.3	155.32	278.08	444.23
-3462.8	505.09	35.942	657.62	311.81	391.83	419.94	226.73	228.21	267.19	135.62	399.36	339.98	466.2	610.8	383.03	484.88	132.83	425.4	364	309.92	252.2	316.96	287.1	378.59	66.273	171.49	285.13	407.43	503.15	318.11	284.11	341.48	508.88	623.97	199.2	242.53	255.41	263.35	96.58	268.75	296.67	247.81	390.27	272.23	175.48	382.06	260.59	201.39	433.96
-2345	499	42.994	675.15	195.4	348.06	358.48	145.07	211.63	167.81	97.118	400.79	298.77	474.9	449.19	286.58	448.24	183.03	386.4	220.18	250.13	424.96	334.28	214.52	419.69	199.53	288.47	284.77	351.99	466.45	249.38	373.12	381.41	340.29	428.18	183.99	234.21	472.73	316.22	242.55	341.87	257.72	146.66	338.55	357.99	273.66	239.09	272.27	326.52	360.45
-1589.8	420.28	67.76	670.62	142.36	266.91	290.59	142.18	200.68	230.32	69.827	438.27	295.42	457.1	466.45	262.18	432.03	185.18	354.31	150.36	220.74	445.55	327.32	178.86	414.69	306.55	295.83	267.73	272.24	425.75	234.02	398.71	378.44	290.25	217.82	221.46	271.94	507.94	206	277.2	269.71	303.95	127.46	231.3	440.54	274.12	364.58	308.48	248.92	426.98
-951	274.18	103.34	624.98	87.998	185.95	274.88	185.21	210.5	332.53	86.805	445.29	292.31	452.49	576.45	157.29	432.31	201.85	363.86	199.21	213.16	395.48	291.72	223.05	396.85	342.08	260.14	201.83	157.01	417.77	312.49	306.04	304.49	291.27	147.19	246.54	162.4	434.82	75.254	220.19	257.79	347.77	146.57	199.03	388.65	306.9	416.99	315.82	184.82	354.14
-505.47	209.18	123.68	552.17	113.89	114.44	366.73	258.12	253.79	415.45	160.77	384.91	272.74	421.47	618.26	139.78	405.32	200.46	379.36	307.41	198.28	328.36	278.15	308.72	374.93	275.01	273.4	177.55	169.07	426.12	384.29	164.54	254.16	329.31	251.25	256.62	128.72	383.69	168.43	179.07	274.09	279.82	157.35	265.53	398.4	336.87	327.82	289.28	249.63	311.49
-213.48	263.34	121.7	520.98	187.9	61.238	466.34	292.24	298.94	470.43	211.41	306.94	292.51	406.78	626.69	225.54	381.85	219.68	382.63	354.65	196.47	278.27	313.44	336.24	378.94	221.14	360.66	234.58	248.38	450.76	386.67	210.67	271.66	262.77	390.43	235.57	120.27	408.32	265.38	203.38	278.2	131.04	150.04	347.33	463.26	318.08	252.59	284.59	291.08	340.47
-278.87	359.47	103.83	492.43	311.03	45.773	537.76	271.98	319.78	494.43	244.74	271.46	352.04	388.84	579.99	372.8	398.55	172.42	353.4	314.78	184.8	247.61	352.02	313.97	424.46	225.81	351.56	297.8	245.09	488.09	314.65	363.86	253.42	219.97	415.86	222.3	139.09	456.8	262.67	303.57	223.81	126.43	174.34	282.16	440.04	286.04	333.94	279.78	188.87	343.12
