-3788.7	266.79	69.895	423.3	304.15	409.51	348.74	90.135	328.22	324.64	331.06	64.624	513.95	335.82	591.43	72.317	551.85	272.32	480.45	278.85	144.05	519.1	204.25	547.66	414.23	435.67	47.943	279.92	279.9	446.99	235.69	309.7	334.67	303.49	628.1	221.37	178.35	523.95	75.559	155	43.496	396.11	188.29	422.02	467.63	215.66	278.63	240.14	213	571.73
-3103.8	235.1	117.82	441.82	289.83	439.06	364.18	99.973	255.03	345.62	362.51	71.829	448.29	339.07	522.62	155.79	487.86	234.12	430.68	281.86	179.85	428.35	194.35	444.18	416.92	386.16	36.638	270.89	307.25	422.03	324.17	445.2	395.43	274.56	456.18	281.19	141.15	610.8	55.547	198.71	201.99	280.49	201.6	355.52	422.11	227.32	229.03	354.91	270.92	480.65
-2933.6	239.84	117.12	455.18	240.11	462.93	395.23	124.82	196.72	394.4	349.8	114.47	364.87	371.61	547.48	226.55	483.2	218.94	401.03	270.69	190.16	363.26	221.95	408.02	478.91	280.12	45.968	248.91	342.9	363.24	402.29	501.48	448.93	274.45	283.7	348.26	148.23	508.99	101.5	242.25	206.32	224.28	201.56	219.63	425.1	296.72	248.8	322.27	337.69	398.73
-3116.3	290.82	104.29	490.34	197.47	473.59	434.57	153.92	181.44	411.93	281.69	205.68	336.32	383.05	629.12	296.83	483.98	251.35	372.79	338.6	156.52	394.52	295.51	366.29	598.54	183.99	77.233	241.29	347.11	306.22	400.99	353.54	441.36	237.51	288.76	372.35	185.6	320.97	131.53	260.35	90.384	236.02	215.29	68.887	468.11	376.93	226.73	276.88	341.74	338.32
-2984.6	336.45	84.677	527.58	159.94	448.65	441.97	181.56	191.63	386.2	230.7	281.83	310.52	381.87	689.9	304.18	480.37	269.47	338.25	403.92	218.4	393.78	318.75	308.25	695.7	169.49	80.122	268.62	311.51	268.9	367.88	209.66	403.04	192.9	354.03	363.8	209.79	276.21	227.86	308.71	60.201	191.88	232.42	93.427	395.32	347.09	177.98	272.33	292.72	262.74
-2709	364.44	81.711	540.42	127.79	423.16	434.66	181.37	198.17	336.39	199.62	308.5	282.69	391.48	739.2	257.92	458.62	247.71	313.83	380.45	267.76	382.31	293.35	304.8	671.06	189.92	78.266	276.49	269.8	274.37	329.85	139.82	385.71	176.3	360.32	328.96	234.68	250.57	345.92	327.1	128.37	226.58	223.58	169.28	384.79	312.4	251.88	283.43	276.18	267.84
-2222.4	346.32	88.393	551.29	74.472	387.49	409.81	167.31	214.66	309.89	203.93	309.45	280.33	403.55	738.98	211.65	441.17	220.5	313.43	323.31	251.83	415.46	275.33	289.59	599.22	233.54	66.58	247.2	230.31	320.25	305.27	102.96	397.25	110.65	337.57	287.66	213.07	265.95	416.51	336.4	215.56	252.33	206.99	198.16	396.09	318.65	312.73	320.81	257.57	335.57
-1559.1	284.83	100.39	537.63	30.415	337.32	388.92	175.62	225.86	337.17	215.53	301.54	296.79	399.51	718.21	186.22	430.73	187.22	343.67	296.88	229.33	420.48	240.49	262.73	521.59	263.61	55.689	193.62	196.24	353.52	334.1	149.75	398.8	87.219	280.48	265.17	182.88	272.79	435.78	335.55	231.64	257.98	209.31	226.22	381.98	368.88	337.36	320.81	245.91	386.52
-1076.9	233.63	112.33	504.3	27.803	297.55	391.45	219.1	220.47	377.84	205.55	286.4	330.39	379.21	694.57	206.67	427.25	153.65	350.58	311.57	223.25	395.7	197.19	266.71	494.78	275.41	91.285	155.69	211.43	398.61	374.82	214.62	412.06	125.96	261.82	235.98	171.76	253.63	393.76	307.12	254.07	293.79	223.64	279.09	350.81	429.15	326.02	339.43	210.05	400.79
-878.61	220.61	123.74	457.72	39.827	288.65	420.01	266.57	224.87	384.58	196.86	261.02	358.06	375.07	697.29	262.91	444.97	130.32	354.83	324.5	232.36	364.56	152.83	289.94	491.5	281.41	153.47	151.95	267.33	438.03	392.61	286.5	429	184.66	309.73	182.55	180.38	270.02	354.87	332.9	288.07	306.48	217.96	328.76	347.67	470.83	254.16	360.22	222.48	391.05
-1024.8	240.08	137.61	408.21	63.143	299.05	460.45	296.02	235.96	387.71	200.78	236.97	374.39	363.56	695.16	314.86	450.78	123.02	364	317.21	244.09	353.1	123.32	295.47	517.47	282.43	219.28	160.89	267.15	490.05	389.51	357.2	438.8	242.21	342.5	144.43	198.88	295.52	313.41	346.44	292.65	288.77	206.44	368.09	386.1	477.27	237.8	327.64	250.89	357.67
-1411.1	288.37	145.33	355	102.45	317.16	501.74	309.02	257.68	385.81	189.29	229.11	389.17	348.13	666.42	374.47	445.14	122.93	355.46	298.96	258	360.69	118.82	288.85	565.75	292.37	261	188.89	242.27	551.81	365	398.15	478.94	318.64	374.76	155.42	221	283	267.39	371.47	240.31	292.94	212.4	349.28	417.8	463.86	248.58	289.13	252.82	319.71
-1923.6	341.54	145.11	311.73	136.5	336.21	522.03	297.64	285.04	366.09	169.14	251.67	369.62	341.76	624.17	423.11	442.76	128.18	329.24	283.82	258.93	383.79	122.58	287.58	597.92	317.46	278.59	214.05	201.37	591.09	326.69	403.91	534.77	379.87	378.85	201.26	247.92	243.28	243.47	385.28	178.37	316.11	214.14	298.81	419.63	421.4	267.96	265.16	244.31	265.48
-2524.4	383.21	138.55	267.32	146.6	363.61	519.37	278.26	314.01	338.27	137.65	294.89	318.76	320.92	572.33	419.29	455.29	145.96	322.23	268.41	266.84	421.39	138.15	301	587.72	336.25	290.53	232.94	140.26	625.64	319.89	410.46	588.68	419.7	361.52	271.09	251.36	183.26	270.03	412.85	130.56	325.93	198.28	282.18	413.31	358.82	253.42	263.32	250.95	190.77
-3165.2	404.42	133.48	204.99	128.51	395.9	514.68	265.77	356.01	323.75	110.5	359.07	268.74	283.38	512.72	376.84	458.99	172.35	356.81	246.63	277.99	454.77	167.49	322.88	558.11	347.61	286.22	241.44	94.001	642.68	334.69	403.68	648.97	446.34	310.26	340.91	223.9	84.775	307.53	415.51	132.79	285.62	163.81	257.97	398.05	275.93	175.61	296.71	257.35	175.22
-3720	410.01	141.74	137.2	96.398	422.42	517.34	273.01	398.31	322.86	87.226	440.5	247.23	222.65	442.69	321.72	468.63	208.43	396.56	235.33	288.94	446.89	242.91	336.58	482.98	310.69	259.67	236.8	72.145	587.77	344.74	394.81	662.48	447.36	254.66	364.77	173.97	42.493	324.79	389.91	190.41	221.48	144.12	244.13	374.18	246.06	114.65	323.13	228.02	223.79
-4544.5	408.25	155.27	76.161	71.726	458.73	535.94	278.3	438.89	333.46	70.396	532.17	256.2	150.24	367.88	269.72	492.78	271.47	438.65	246.66	297.72	378.79	366.57	357.52	320.08	221.46	211.79	239.87	36.935	452.25	335.4	379.25	592.05	406.03	274.82	297.42	114.77	110.23	321.78	302.09	226.12	190.17	169.23	308.95	393.77	279.1	115.49	337.97	169.1	276.16
-5175.8	398.78	178.74	46.206	59.497	475.45	557.39	282	468.2	347.26	77.375	614.64	272.16	105.5	305.93	259.34	498.95	318.15	467.99	252.22	306.94	276.11	472.97	381.12	161.32	130.81	154.52	252.88	85.234	248.13	310.81	343.6	452.94	308.09	354.05	172.23	95.911	321.64	262.39	168.7	295.93	220.78	222.6	429.02	393.74	413.46	207.6	379.18	150.32	356.18
-5807.1	375.5	162.16	61.943	64.672	487.26	558.9	260.58	489	357.18	116.84	587.65	240.96	60.281	325.56	327.98	501.04	311.14	537.38	288.35	274.11	186.77	528.5	397.43	52.575	112.66	109.63	291.32	191.9	49.726	250.09	234.73	234.78	186.9	478.04	69.703	146.56	588.43	130.26	81.449	330.21	345.37	252.6	498.01	429.54	509.97	388.42	361.55	206.62	409.09
-2304.7	166.36	52.967	414.43	315.42	396.94	295.37	60.017	272.33	325.06	335.05	77.926	573.7	359.1	510.29	34.333	647.38	303.52	472.99	258.96	264.58	581.24	260.56	426.1	413.53	452.62	174.73	295.73	306.38	423.98	250.39	317.52	312.15	372.91	626.09	255.11	143.64	424.81	242.5	315.77	191.14	366.57	182.66	486.31	395.28	264.67	352.67	297.06	34.911	387.29
-1647.2	137.68	42.485	420.26	280.3	431.54	311.31	89.569	235	432.03	463.16	48.723	455.52	405.39	440.35	56.199	682.78	253.85	414.47	215.7	329.03	379.88	240.95	313.05	404.78	391.08	127.64	276.52	400.72	308.18	296.7	481.37	446.58	319.36	265.9	320.78	72.076	536.1	224.73	460.46	465.83	255.25	207.23	482.07	297.96	265.15	322.6	392	133.53	273.98
-2157.1	191.53	35.592	455.13	223.14	477.36	380.45	168.92	150.67	526.91	405.42	128.24	321.3	434.44	516.87	244.11	646.15	217.77	344.54	256.13	189.24	330.36	333.86	301.59	434.53	163.36	139.94	238.13	500.63	297.78	365	478.37	524.23	366.77	62.29	365.47	104.03	270.33	230.8	370.42	334.67	320.47	124.88	302.59	412.37	434.84	434.33	282.21	281.75	275.74
-2648.1	274.87	31.853	500.44	188.84	479.35	416.66	222.68	123.43	487.69	280.61	292.47	351.82	397.25	572.92	454.39	607.43	259.09	307.9	414.42	114.07	451.44	434.08	155.72	617.71	61.642	170.52	254.98	508.04	327.38	378.66	323.05	418.09	332.02	365.81	334.3	126	256.84	159.88	353.45	139.2	284.81	161.84	38.122	490.55	548.87	252.88	384.43	215.59	231.45
-2424.5	325.89	33.482	539.42	177.5	442.57	418.97	220.83	138.34	390.63	222.3	381.07	337.94	390.58	601.53	465.99	545.28	250.94	295.38	470	301.65	333.82	419.55	87.529	704.75	96.224	115.45	313.47	381.26	274.88	357.53	336.21	339.91	257.77	470.61	282.54	195.97	359.32	167.47	341.73	92.47	189.08	231.57	113.35	423.01	336.76	191.08	369.3	212.49	58.844
-2354.4	376.93	26.292	574.68	156.95	422.88	413.25	188.55	125.73	274.53	146.34	406.58	274.15	448.66	655.07	384.75	490.2	206.16	291.43	382.21	349.39	310.57	361.85	170.01	631.05	95.108	128.24	340.86	361.19	298.67	317.39	265.04	326.96	291.82	452.12	268.62	310.02	257.64	349.64	253.42	200.03	285.93	194.08	315.62	355.96	211.41	333.58	349.01	214.6	92.498
-1890.9	348.92	23.65	595.94	76.944	373.16	367.05	133.86	112.92	202.13	82.521	426.92	289.9	489.55	623.52	269.25	471.71	201.26	291.37	273.07	301.16	428.8	322.53	204.71	562.14	187.32	161.93	297.75	292.79	352.75	260.87	176.27	346.33	179.39	352.18	230.17	284.33	328.87	383.41	291.63	322.29	347.54	123.84	300.2	379.59	256.82	321.64	413.19	186.39	256.18
